id,brand,closure,code,description,heel_height,heel_type,inner_material,name,outer_material,price,shoe_width,sole,created_at,review_count,review_score,sold_count,stock_count,updated_at
955,Visit the MINITOO Store,Buckle,B00THXT4OY,Date First Available: \n4 Aug. 2017\n\n\nASIN: \nB0176A6NFC\n\n\nItem model number: \nUKGYYCL117-Black2\n\n\nDepartment: \nWomen,7.5 centimetres,Cone,Manmade,MINITOO Women's Latin Salsa Cross Strap Closed Toe Satin Dance Shoes L117,Satin,16.99,Normal,Suede,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
956,Visit the Geox Store,Lace-Up,B0767P76Y1,Package Dimensions: \n31 x 23 x 11 cm; 680 Grams\n\n\nDate First Available: \n12 Jan. 2018\n\n\nManufacturer: \nGeox\n\n\nASIN: \nB0767P1SR1\n\n\nItem model number: \nD821CB015QD\n\n\nDepartment: \nWomen,4 centimetres,Flat,Manmade,Geox Women's D Ophira B Sneaker,Synthetic,65.37,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
957,Acfoda,Hook & Loop,B08T91J4J2,Product Dimensions: \n18.5 x 6 x 5 cm; 420 Grams\n\n\nDate First Available: \n5 Feb. 2021\n\n\nASIN: \nB08T8XCCCR\n\n\nItem model number: \nFD-kidswanderschuhe-OR27\n\n\nDepartment: \nGirl,2 centimetres,Flat,Textile,"Acfoda Unisex Children's Trekking & Hiking Shoes with Velcro Fastening, Size 27-38",Synthetic,27.88,Normal centimetres,"non-slip rubber sole, wear-resistant, provides grip on dry and wet surfaces.",2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
958,Ganter,Hook & Loop,B08KWQLYQK,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n40 x 20 x 12 cm; 1 Kilograms\n\n\nDate First Available: \n24 Nov. 2020\n\n\nManufacturer: \nGanter\n\n\nASIN: \nB08KWQLYQK\n\n\nItem model number: \n0-259832-6232\n\n\nCountry of origin: \nB,40 millimetres,Flat,Leather,"Ganter Men's Karl-Ludwig-k/L Sneaker, Dark Blue Asphalt, 10.5 UK",Leather,180.56,Schmal,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
959,Hassia,Lace-Up,B08W9HBBVW,Package Dimensions: \n29 x 16 x 10 cm; 1 Kilograms\n\n\nDate First Available: \n9 Feb. 2021\n\n\nManufacturer: \nHASSIA\n\n\nASIN: \nB08W9HBBVW\n\n\nItem model number: \n2-301592-2386\n\n\nDepartment: \nWomen,1 centimetres,Wedge,Leather,Hassia Women's Pisa Sneaker,Nubuck Leather,161.94,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
960,Visit the Superga Store,Lace-Up,B01HO47KKM,Package Dimensions: \n30.23 x 20.32 x 10.41 cm; 1.11 Kilograms\n\n\nDate First Available: \n12 Mar. 2018\n\n\nManufacturer: \nSuperga\n\n\nASIN: \nB077PQWW9P\n\n\nItem model number: \nS0099Z0\n\n\nDepartment: \nWomen,4 centimetres,Wedge,Textile,Superga Women's 2790-cotropew Gymnastics Shoes,Canvas,23.41,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
961,SHUTUP.DANCE,Buckle,B08KTG8K8G,Item Weight: \n907.18 Grams\n\n\nDate First Available: \n1 Aug. 2020\n\n\nASIN: \nB08F34BKG2\n\n\nDepartment: \nWomen,7.5 centimetres,Kitten,Down,Ladies Comfort Beginner Latin Modern Tango Cha-cha Custom Heel Closed-Toe Professional Dance-Shoes,Polyurethane,25.1,Normal,Suede,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
962,MEYOUNG,Pull-On,B08GLY6MBK,Package Dimensions: \n18.8 x 18.49 x 4.9 cm; 132 Grams\n\n\nDate First Available: \n8 Sept. 2020\n\n\nManufacturer: \nMEYOUNG\n\n\nASIN: \nB08GLW2B4N\n\n\nDepartment: \nUnisex Baby,0.5 centimetres,Flat,"Mesh.Knitted net ensures breathability of the shoes, soft and comfortable",MEYOUNG Knit Slippers Kids Outdoor Socks Boys Girls Lightweight Soft Slippers Toddlers Rubber Sole Unisex,Knitted.The high-quality knitted upper material is elastic. Keep your child's feet breathable and moisture-absorbing dry.,10.23,Medium,"Rubber.High quality natural rubber. It is strong like a crystal, elastic like a jelly and light like a feather. Excellent slip and abrasion resistance.",2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
963,Visit the ECCO Store,Lace-Up,B07281KFS4,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n35.8 x 21.1 x 13 cm; 1.02 Kilograms\n\n\nDate First Available: \n28 July 2017\n\n\nManufacturer: \nEcco\n\n\nASIN: \nB07352SCHV\n\n\nItem model number: \n83171451052\n\n\nDepartment: \nMen,3.5 centimetres,Flat,Textile,"ECCO Track 25, Multisport Outdoor Shoes Men’s",Leather,47.55,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
964,SHUTUP.DANCE,Buckle,B097MR95L8,Product Dimensions: \n28.5 x 12 x 16 cm; 907.18 Grams\n\n\nDate First Available: \n3 Aug. 2020\n\n\nASIN: \nB08L65YHTT\n\n\nDepartment: \nWomen,3 inches,mid-heel,Down,Womens Latin Dance Shoes Tango Ballroom Practice Salsa Ankle Strap Cha-cha Custom Heel Soft Peep Toe Party Pumps,Polyurethane,21.9,Normal,Suede,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
965,Visit the Pikolinos Store,Lace-Up,B0851D4FS3,Package Dimensions: \n44 x 43.18 x 32 cm; 1.09 Grams\n\n\nDate First Available: \n26 Feb. 2020\n\n\nManufacturer: \nPikolinos\n\n\nASIN: \nB0851CV4DS\n\n\nItem model number: \nM0E-4006NWC1\n\n\nDepartment: \nMen,2.5 centimetres,Flat,Leather,Pikolinos Leather Ankle Boots iRun M0E,100% CALFSKIN LEATHER,98.23,Medium,100% SYNTHETIC,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
966,Superdry,Lace-Up,B08KY8RTQX,Product Dimensions: \n30 x 20 x 10 cm; 1 Kilograms\n\n\nDate First Available: \n9 Oct. 2020\n\n\nManufacturer: \nSUPERDRY\n\n\nASIN: \nB08KY9NFDJ\n\n\nItem model number: \nWF110079A 4MN\n\n\nDepartment: \nWomen,1 centimetres,Flat,Leather,Superdry Women's Premium Basket Lux Trainer Sneaker,Synthetic,33.15,Medium,Leather,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
967,Visit the Geox Store,Pull On,B0828CQ4N6,Product Dimensions: \n3 x 2.05 x 1.1 cm; 200 Grams\n\n\nDate First Available: \n3 Dec. 2019\n\n\nManufacturer: \nGeox\n\n\nASIN: \nB0828CQ4N6\n\n\nItem model number: \nD941EE000ZG\n\n\nDepartment: \nWomen,3 centimetres,Flat,Synthetic,Geox Women's D Nebula Sneaker,Synthetic,70.44,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
968,Think!,Zip,B07NQF569P,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n34.6 x 20.2 x 12 cm; 870 Grams\n\n\nDate First Available: \n23 Feb. 2019\n\n\nManufacturer: \nTHINK!\n\n\nASIN: \nB07NQDCYZ5\n\n\nItem model number: \n585046\n\n\nDepartment: \nWomen,0.5 centimetres,Flat,Leather,Think! Women's Turna_585046 Hi-Top Trainers,Leather,78.86,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
969,Visit the MINITOO Store,Buckle,B0727R6DYJ,Date First Available: \n27 April 2017\n\n\nASIN: \nB071H9SDMN\n\n\nItem model number: \nMinitooUK-QJ7111-Black4\n\n\nDepartment: \nWomen,7.5 centimetres,Cone,Manmade,MINITOO Peep Toe Ankle Strap Mesh Latin Dancing Shoes Party Evening Prom Sandals,Satin,22.99,Normal,Suede,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
970,Visit the Keen Store,Bungee,B0851RFBT3,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n1 x 1 x 1 cm; 215.46 Grams\n\n\nDate First Available: \n31 Mar. 2015\n\n\nManufacturer: \nKeen\n\n\nASIN: \nB00L86VYDC\n\n\nItem model number: \nNewport H2-Y - K\n\n\nDepartment: \nUnisex Kid,2 centimetres,Flat,Mesh,Keen Newport H2 Hiking Sandals Child,Synthetic,24.94,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
971,Visit the Geox Store,Lace-Up,B0825P82WB,Product Dimensions: \n31 x 25 x 11.5 cm; 270 Grams\n\n\nDate First Available: \n4 Dec. 2019\n\n\nManufacturer: \nGeox\n\n\nASIN: \nB0825PNJKF\n\n\nItem model number: \nJ04D1D00043\n\n\nDepartment: \nBoy,2.5 centimetres,Flat,Canvas,Geox Boy's Jr Federico D School Uniform Shoe,Leather,32.04,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
972,Visit the Nero Giardini Store,Lace-Up,B07W7TR6LP,Package Dimensions: \n29.8 x 25 x 11.4 cm; 1 Kilograms\n\n\nDate First Available: \n9 Aug. 2019\n\n\nManufacturer: \nNero Giardini\n\n\nASIN: \nB07W5Q79Y5\n\n\nItem model number: \nA909073D 100\n\n\nDepartment: \nGirl,4.5 centimetres,Wedge,Leather,Nero Giardini Women's Sports LACE-UP A909073D 100 Black,Leather,109.02,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
973,Skechers,Pull On,B078K7S9X5,Product Dimensions: \n20 x 5 x 30 cm; 680.39 Grams\n\n\nDate First Available: \n7 Jun. 2018\n\n\nManufacturer: \nSkechers\n\n\nASIN: \nB077BFQYFD\n\n\nItem model number: \n52811\n\n\nDepartment: \nMen,30,Flat,Manmade,Skechers Men's Summits Trainers,Fabric,36.72,Medium,EVA,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
974,Visit the Crocs Store,Pull On,B0825GZ7RR,Product Dimensions: \n1 x 1 x 1 cm; 358.34 Grams\n\n\nDate First Available: \n29 Nov. 2019\n\n\nManufacturer: \nCrocs\n\n\nASIN: \nB0825GZ7RR\n\n\nItem model number: \n205441\n\n\nCountry of origin: \nVietnam\n\n\nDepartment: \nUnisex,1.5 centimetres,Flat,Manmade,"Crocs Unisex's Classic Glitter Clog, Silver, M6 | W7 UK (39/40 EU)",Synthetic,39.99,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
975,ZHIZIHUA,"Slip-On, These Slip on Trainer For Women Suitable for any Daily Used, Such as Long-time Standing work, walking, casual, floor shoes, Nursing, Travel, Driving, Dance, Dance Shoes, Athletic, Workout.",B099MYJ4D3,Date First Available: \n16 July 2021\n\n\nManufacturer: \nZHIZIHUA\n\n\nASIN: \nB099MYR4G7\n\n\nItem model number: \nlady walking shoe\n\n\nDepartment: \nWomen,4.5 centimetres,wedge trainers women wedge shoe womens slip safety shoes white wide fit shoe flat lace womens size 9 trainers womens gym trainers laceless trainers walking women non slip work shoes women ladies lightweight trainers white athletic shoe safety trainers wom,"Synthetic, The size markings on the shoes are Asian sizes. We recommend that you choose the right size according to your foot length.",Womens Trainers Breathable Knitted Flat Shoes Woven Light Sneakers Sandals Slip On Sport Water Shoes Casual Road Running Shoes Summer Lazy Shoes Black Athletic Shoe,Mesh,10.54,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
976,Visit the Under Armour Store,Lace-Up,B087T72PQB,Package Dimensions: \n33.78 x 21.59 x 12.5 cm; 871 Grams\n\n\nDate First Available: \n13 Aug. 2020\n\n\nManufacturer: \nUnder Armour\n\n\nASIN: \nB087T72PQB\n\n\nItem model number: \n3024563\n\n\nDepartment: \nMen,1 centimetres,Flat,Synthetic,Under Armour Men's Draw Sport Slide Golf Shoe,Synthetic,79.16,Wide,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
977,Visit the Playshoes Store,Pull-On,B00VPUW75K,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n20.2 x 19 x 11.4 cm; 359.99 Grams\n\n\nDate First Available: \n11 Aug. 2015\n\n\nManufacturer: \nPlayshoes GmbH\n\n\nASIN: \nB00VPUW2XM\n\n\nItem model number: \n193005\n\n\nDepartment: \nUnisex Adult,0.5 centimetres,Block,Synthetic,Playshoes Unisex Kid's Warm Lining Snow Shoes Classic Winter Boots,Synthetic,9.86,Regular,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
978,Visit the UGG Store,Pull On,B0892DTWYX,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n28.5 x 15.49 x 10.21 cm; 608 Grams\n\n\nDate First Available: \n22 May 2020\n\n\nManufacturer: \nDeckers Europe Ltd trading as UGG\n\n\nASIN: \nB0892T13HW\n\n\nItem model number: \n1112259\n,1 inches,Flat,Synthetic,UGG Women's Sammy Sneaker,Textile,38.25,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
979,Visit the Sorel Store,Pull-On,B017UT520G,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n35.56 x 35.56 x 15.24 cm; 399.16 Grams\n\n\nDate First Available: \n5 Sept. 2016\n\n\nManufacturer: \nSorel\n\n\nASIN: \nB017UT520G\n\n\nItem model number: \n1690541010\n\n\nCountry of origi,3.05 centimetres,Flat,Manmade,"Sorel Unisex Kids Youth Tofino Ii' Snow Boots, Black Black Quarry, 3 UK Child",Leather,61.73,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
980,U.S. Polo Assn.,Lace-Up,B071P1H7KV,Package Dimensions: \n30.2 x 19.1 x 10.9 cm; 980 Grams\n\n\nDate First Available: \n26 Sept. 2017\n\n\nManufacturer: \nU.S. Polo Assn.\n\n\nASIN: \nB071P1H7KV\n\n\nItem model number: \nVANYA7103W7/YT2\n\n\nDepartment: \nWomen,3 centimetres,Block,Textile,"U.S. Polo Assn. Selima1 Velvet, Women's Low Trainers",Synthetic,54.41,Medium,Bast,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
981,Visit the Youecci Store,Slip On,B07QB1YKLN,Product Dimensions: \n20 x 5 x 5 cm; 280 Grams\n\n\nDate First Available: \n16 Oct. 2019\n\n\nASIN: \nB07YY5FN2B\n\n\nItem model number: \nYouecci\n\n\nDepartment: \nMen,1.18 inches,Flat,Manmade,Youecci Slip On Slippers for Women Men Non-Slip Shower Sandals Bath Slippers Slides House Mule Soft Foams Sole Massage Pool Shoes,Ethylene Vinyl Acetate,18.98,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
982,Visit the Timberland Store,Lace-Up,B001EWFF9O,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n2.54 x 2.54 x 2.54 cm; 544.31 Grams\n\n\nDate First Available: \n28 Aug. 2012\n\n\nManufacturer: \nTimberland\n\n\nASIN: \nB001EWFF2Q\n\n\nItem model number: \nTB018128242\n\n\nDepartment: \,2 centimetres,Flat,Mesh,"Timberland Flume Mid Wp, Men's High Rise Hiking Shoes",Leather,148.9,Medium unisex_eu,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
983,Visit the Quayside Store,Lace-Up,B002RHP6J4,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n32.4 x 23 x 12 cm; 1.2 Kilograms\n\n\nDate First Available: \n30 Sept. 2009\n\n\nManufacturer: \nQuayside\n\n\nASIN: \nB002RHP6GC\n\n\nItem model number: \nQSYDNVXXXX41\n\n\nDepartment: \nMen,1 centimetres,Flat,Unlined,Quayside Sydney Men's Deck Shoe,Leather,34.95,Regular,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
984,Ray Rose,Lace-Up,B01M8LYY3X,Is Discontinued By Manufacturer: \nNo\n\n\nDate First Available: \n7 Nov. 2016\n\n\nASIN: \nB01N0A5HZ6\n\n\nItem model number: \n417\n\n\nDepartment: \nWomen,4 centimetres,Bloque,Textile,Ray Rose Ladies Dance Shoes/Practice Shoes 417 - Suede/Patent Black - Regular (Medium) - 4 cm Practice,Smooth Leather,111.53,Normal,Suede,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
985,HTGEWGIR,"【Warm Reminder】The Size Mark On The shoes Is Chinese Size Number. Different Shoe Styles, please Select The Size According To Your Foot Type. --- running shoes supination wide fit shoe wide trainer trainers women gym shoes women lace up trainers women ligh",B098XQ8PJJ,Date First Available: \n8 July 2021\n\n\nManufacturer: \nHTGEWGIR\n\n\nASIN: \nB098XP964P\n\n\nItem model number: \nblack sneaker\n\n\nDepartment: \nWomen,2 centimetres,"Louis Heel，The durable fabric makes them a pair of comfortable and stylish slip on womens trainers, perfect design for daily walking and jogging.——（black shoe lace trainer black sneaker woman black walking shoe black walking shoe woman breathable shoe fit","【Super Light and Breathable】 Super light, breathable and flexible, just like socks. The breathable and smooth fabric provides great freedom and comfort. Let you enjoy vacation and travel.——（black sneaker gold sneaker women trainers ladies trainers sneaker",Women's Canvas Trainers Lace Up Sneakers Girls Plimsolls Pumps Ladies Hollow Out Lightweight Walking Shoes Fashion Flats Shoes Casual Travel Shoe Ladies Trainers,"EVA,Made of great material, it has good sweat-absorbing ability, fits the foot, and is comfortable and dry.",3.58,Medium,"【Rubber】Non slip rubber outsole, with good grip, arch support and traction, makes it more comfortable for walking,work,travel,trip and standing for a long time.——（ trainers women girls size gold sneakers lace up trainers women womans trainers light walkin",2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
986,Visit the Regatta Store,Lace-Up,B07D36X2Q9,Package Dimensions: \n29.72 x 25.4 x 10.67 cm; 450 Grams\n\n\nDate First Available: \n31 Jan. 2019\n\n\nManufacturer: \nRegatta\n\n\nASIN: \nB07DG5YCDD\n\n\nItem model number: \nRWF573\n\n\nDepartment: \nGirl,1 millimetres,Flat,Synthetic,Regatta Women's Holcombe Iep Mid High Rise Hiking Boots,Synthetic,31.96,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
987,Visit the Skechers Store,Lace-Up,B07MR1D775,Product Dimensions: \n1 x 1 x 1 cm; 223.96 Grams\n\n\nDate First Available: \n20 Feb. 2019\n\n\nManufacturer: \nSkechers\n\n\nASIN: \nB07M9J4356\n\n\nItem model number: \n55509-NVY\n\n\nDepartment: \nMen,1 centimetres,Flat,Textile,Skechers Men's Go Walk 5 Qualify Trainers,Synthetic,46,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
988,Visit the Geox Store,No closure,B0825PPP2P,Product Dimensions: \n25 x 16 x 10 cm; 132 Grams\n\n\nDate First Available: \n1 Dec. 2019\n\n\nManufacturer: \nGeox\n\n\nASIN: \nB0825PK8W7\n\n\nItem model number: \nJ046CA00043\n\n\nDepartment: \nBoy,2.5 centimetres,Flat,Leather,Geox Boy's J New Fast School Uniform Shoe,Smooth Leather,41.27,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
989,Dr. Martens,Lace-Up,B078ZL3Y8N,Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n40.64 x 17.78 x 12.7 cm; 1.36 Kilograms\n\n\nDate First Available: \n28 Oct. 2017\n\n\nManufacturer: \nDR. MARTENS\n\n\nASIN: \nB077Z2LTCH\n\n\nItem model number: \n11821011 1460 Pat\n\n\nDe,3 centimetres,Block,Leather,"Dr. Marten's 1460 Original, Men's Boots",Other,133.78,Medium womens_us,Other,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
990,Visit the Superga Store,Lace-Up,B097TVBQD1,Date First Available: \n24 Jun. 2021\n\n\nManufacturer: \nSuperga\n\n\nASIN: \nB097TTGN47\n\n\nItem model number: \nS3114CW-A9V\n\n\nDepartment: \nWomen,4.5 centimetres,Flat,Textile,Superga Women's Colour Cotrope Flatform 2790 Trainers Pink,Canvas,42,Medium,Jute fiber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
991,SHUTUP.DANCE,Buckle,B08QTW9ZMT,Item Weight: \n907.18 Grams\n\n\nDate First Available: \n17 Dec. 2020\n\n\nASIN: \nB08QV8XXJF\n\n\nDepartment: \nWomen,3.5 inches,Kitten,Fur,Womens Latin Dance Shoes Salsa Tango Cha-Cha Ballrom Custom Heel and Sole Peep Toe Practice Dancing Shoes 7026 T-bar,Polyurethane,18.5,Normal,Suede,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
992,Loupika,Zip,B0862XZ3XW,Package Dimensions: \n25 x 20 x 10 cm; 800 Grams\n\n\nDate First Available: \n19 Mar. 2020\n\n\nManufacturer: \nLoupika\n\n\nASIN: \nB0862Y4HS1\n\n\nItem model number: \nIZCABELO 02\n\n\nDepartment: \nGirl,1 centimetres,Flat,Leather,Loupika Girl's Izcabelo 02 Fashion Boot,Leather,30.5,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
993,Ganter,Lace-Up,B07MWM3KFC,Package Dimensions: \n31.8 x 17.6 x 11.4 cm; 800 Grams\n\n\nDate First Available: \n19 Jan. 2019\n\n\nManufacturer: \nGanter\n\n\nASIN: \nB07MWM3KFC\n\n\nItem model number: \n8-203012-54000\n\n\nDepartment: \nWomen,1.5 centimetres,Flat,Leather,Ganter Women's Gabby-g Sneaker,Leather,113.58,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
994,Visit the Merrell Store,Lace-Up,B07MYBB6GP,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n35.05 x 23.11 x 12.19 cm; 939 Grams\n\n\nDate First Available: \n9 Aug. 2019\n\n\nManufacturer: \nMerrell\n\n\nASIN: \nB07MY9QBDK\n\n\nItem model number: \nJ11081\n\n\nDepartment: \nMen,1 centimetres,Flat,Manmade,Merrell Men's Ashford Classic Leisure and Hiking Shoes,Synthetic,64.95,Medium,Synthetic,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
995,PPXID,Lace-Up,B082QQCYSD,Product Dimensions: \n22.5 x 5 x 4 cm; 560 Grams\n\n\nDate First Available: \n21 Sept. 2020\n\n\nASIN: \nB0863P4MNC\n\n\nItem model number: \nDST1009-3335\n\n\nDepartment: \nWomen,4.5 centimetres,Wedge,Manmade,PPXID Women's Oxford Brogues Lace Up Shoes Trainers with Wedge Heel,Synthetic,32.71,Schmal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
996,Sioux,Lace-Up,B07S44SYJ9,Package Dimensions: \n35.2 x 19.8 x 13.2 cm; 1.36 Kilograms\n\n\nDate First Available: \n12 Mar. 2020\n\n\nManufacturer: \nSioux\n\n\nASIN: \nB07S44SYJ9\n\n\nItem model number: \n36840\n\n\nDepartment: \nMen,1 centimetres,Wedge,Textile,Sioux Men's Almidio 700 XL Derbys,Leather,56.2,Wide,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
997,Flyflot,Buckle,B08L3KY1QC,Package Dimensions: \n33 x 18.7 x 11.6 cm; 660 Grams\n\n\nDate First Available: \n12 Oct. 2020\n\n\nManufacturer: \nFLY FLOT\n\n\nASIN: \nB08L3KY1QC\n\n\nItem model number: \n882223\n\n\nDepartment: \nMen,3 centimetres,Flat,Felt,"Flyflot Men's 882223 Mule, Anthracite Blue, 8 UK",Synthetic,25.46,Medium,Polyurethane,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
998,Visit the Asifn Store,Pull On,B07V7XRP97,Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n28 x 12 x 2.2 cm; 360 Grams\n\n\nDate First Available: \n12 July 2019\n\n\nASIN: \nB07V6WX9VR\n\n\nItem model number: \n30012\n\n\nDepartment: \nMen,2 centimetres,Flat,Cloth,Asifn Men's Moccasins Penny Loafers Slip-on Casual Driving Boat Formal Business Dress Comfortable Walking Shoes,Cloth,18.88,Normal,Cloth,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
999,Black Hammer,Lace-Up,B08KZPPQS4,Package Dimensions: \n32 x 21.9 x 12.1 cm; 1.59 Kilograms\n\n\nDate First Available: \n10 Oct. 2020\n\n\nASIN: \nB08KZQ2FNJ\n\n\nItem model number: \n7700\n\n\nDepartment: \nMen,4 centimetres,Flat,Mesh,Black Hammer Mens Safety Boots Steel Toe Cap S3 SRC Work Shoes Ankle Leather 7700,Leather,37.99,Medium,Polyurethane,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1000,Visit the Kentti Store,Pull On,B087BRP3RF,Package Dimensions: \n34.4 x 13.8 x 4.6 cm; 480 Grams\n\n\nDate First Available: \n12 May 2020\n\n\nASIN: \nB088GW39VP\n\n\nManufacturer reference: \n92013201097201\n\n\nDepartment: \nMen,2 centimetres,Flat,Textile,Kentti Men Classic Natural Fabric Slip-on Espadrilles,Canvas,19.99,Normal,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1001,Eisrumu,Velcro,B09437CVJM,Package Dimensions: \n36.79 x 22.7 x 9.5 cm; 610 Grams\n\n\nDate First Available: \n6 May 2021\n\n\nManufacturer: \nEirsumu\n\n\nASIN: \nB0943FP1VV\n\n\nItem model number: \n2108\n\n\nDepartment: \nMen,1.18 inches,Flat,Synthetic,Eisrumu Mens Outdoor Hiking Sandal Sports Sandal for Men Trail Walking Sandal With Closed Toe Summer Beach Shoes Unisex,Synthetic,26.89,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1002,Minnetonka,Hook & Loop,B074KR5HF8,Package Dimensions: \n25.91 x 15.49 x 10.16 cm; 140.61 Grams\n\n\nDate First Available: \n4 Feb. 2018\n\n\nManufacturer: \nMinnetonka\n\n\nASIN: \nB074KR5HF8\n\n\nItem model number: \n78011/MBD\n\n\nDepartment: \nGirl,0.5 inches,Flat,Textile,Minnetonka Girl's Evie Ankle Strap Sandals,Fabric,85.47,Medium,Rubber,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
1003,Visit the Geox Store,Hook & Loop,B076X9TVGZ,Package Dimensions: \n23 x 14.2 x 9.2 cm; 260 Grams\n\n\nDate First Available: \n8 Jan. 2018\n\n\nManufacturer: \nGeox\n\n\nASIN: \nB076X9TVGZ\n\n\nItem model number: \nJ8235I000NF\n\n\nDepartment: \nGirl,1.5 centimetres,Flat,Manmade,Geox Girl's J Karly I Open Toe Sandals,Synthetic,35,Medium,Ethylene Vinyl Acetate,2024-05-25 19:09:11.000000,0,0,0,0,2024-05-25 19:09:11.000000
